id,content,server,channel,created,author,author_created,author_joined
846128832708476978,Ye,Homework Help Voice,academic-help,2021-05-23 20:53:54.031000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846128812693258361,Damn I guess I’m just gonna have to study myself,Homework Help Voice,academic-help,2021-05-23 20:53:49.259000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846128702777196545,Yeah no I don’t expect anyone to help w the whole exam lol,Homework Help Voice,academic-help,2021-05-23 20:53:23.053000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846128579032252417,Is anyone even gonna be up in 9 hours bruh,Homework Help Voice,academic-help,2021-05-23 20:52:53.550000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846128550208995381,Yeah I think it’s classified as ‘academic dishonesty’,Homework Help Voice,academic-help,2021-05-23 20:52:46.678000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846128374233694289,I think helping w actual studying would’ve been futile like 2 months ago,Homework Help Voice,academic-help,2021-05-23 20:52:04.722000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846128272790257665,Plus I doubt he’ll get anything in 9 hours it’ll be a waste of time,Homework Help Voice,academic-help,2021-05-23 20:51:40.536000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846128225586642944,He deadass just wants me to solve the paper,Homework Help Voice,academic-help,2021-05-23 20:51:29.282000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846128198559072318,And tutor him but,Homework Help Voice,academic-help,2021-05-23 20:51:22.838000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846128181215887430,I told him I could help w studying,Homework Help Voice,academic-help,2021-05-23 20:51:18.703000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846128152086577173,he doesn’t even want to revise and shit,Homework Help Voice,academic-help,2021-05-23 20:51:11.758000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846128117479505960,He’s stupid as hell,Homework Help Voice,academic-help,2021-05-23 20:51:03.507000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846128104904327179,Bro,Homework Help Voice,academic-help,2021-05-23 20:51:00.509000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846128098369077269,I guess I have the book from school,Homework Help Voice,academic-help,2021-05-23 20:50:58.951000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846128061857660969,other than that I honestly don’t know where to consult from,Homework Help Voice,academic-help,2021-05-23 20:50:50.246000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846127991586291722,"well, I have the syllabus, i know a few of the things from last year when I actually studied maths but",Homework Help Voice,academic-help,2021-05-23 20:50:33.492000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846127879724072980,I’m in a bit of a conundrum,Homework Help Voice,academic-help,2021-05-23 20:50:06.822000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846127827858620446,pretty epic,Homework Help Voice,academic-help,2021-05-23 20:49:54.456000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846127815425785857,but I haven’t been to school in 7 months,Homework Help Voice,academic-help,2021-05-23 20:49:51.492000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846127780013277245,I said I’d try my best to help,Homework Help Voice,academic-help,2021-05-23 20:49:43.049000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846127750008012861,I mean,Homework Help Voice,academic-help,2021-05-23 20:49:35.895000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846127737273581578,a younger friend of mine from 10th has an exam in nine hours and begged me to help and I don’t know anything from his maths syllabus,Homework Help Voice,academic-help,2021-05-23 20:49:32.859000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846127512277745755,I’m not the one who exactly needs help,Homework Help Voice,academic-help,2021-05-23 20:48:39.216000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846127425829077012,hi this is a bit confusing to explain,Homework Help Voice,academic-help,2021-05-23 20:48:18.605000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
846127188709343243,HELLoooooOooooooO,Homework Help Voice,academic-help,2021-05-23 20:47:22.071000,reeehab,2019-01-19 12:54:36.003000,2021-05-23 20:46:11.892019
845988433733353503,there we go,Homework Help Voice,academic-help,2021-05-23 11:36:00.307000,˞˞˞,2016-10-08 07:35:23.197000,2021-05-23 11:27:50.099419
845988418433056778,thanks @babar 🌻,Homework Help Voice,academic-help,2021-05-23 11:35:56.659000,˞˞˞,2016-10-08 07:35:23.197000,2021-05-23 11:27:50.099419
845987507182764062,or does it depend on the information given,Homework Help Voice,academic-help,2021-05-23 11:32:19.400000,˞˞˞,2016-10-08 07:35:23.197000,2021-05-23 11:27:50.099419
845987425204699166,so does it fail to reject the hypothesis,Homework Help Voice,academic-help,2021-05-23 11:31:59.855000,˞˞˞,2016-10-08 07:35:23.197000,2021-05-23 11:27:50.099419
845987140357193740,and its a right tailed test,Homework Help Voice,academic-help,2021-05-23 11:30:51.942000,˞˞˞,2016-10-08 07:35:23.197000,2021-05-23 11:27:50.099419
845987119406120960,the information i have is that the test value is equal to the critical value,Homework Help Voice,academic-help,2021-05-23 11:30:46.947000,˞˞˞,2016-10-08 07:35:23.197000,2021-05-23 11:27:50.099419
845987080362655804,no,Homework Help Voice,academic-help,2021-05-23 11:30:37.638000,˞˞˞,2016-10-08 07:35:23.197000,2021-05-23 11:27:50.099419
845986994731089932,all i see are examples of values not equal to the critical value,Homework Help Voice,academic-help,2021-05-23 11:30:17.222000,˞˞˞,2016-10-08 07:35:23.197000,2021-05-23 11:27:50.099419
845986948778557480,I dont find any references in the internet about it,Homework Help Voice,academic-help,2021-05-23 11:30:06.266000,˞˞˞,2016-10-08 07:35:23.197000,2021-05-23 11:27:50.099419
845986899248021523,Ok thank you,Homework Help Voice,academic-help,2021-05-23 11:29:54.457000,˞˞˞,2016-10-08 07:35:23.197000,2021-05-23 11:27:50.099419
845986703562899466,or should i reject it,Homework Help Voice,academic-help,2021-05-23 11:29:07.802000,˞˞˞,2016-10-08 07:35:23.197000,2021-05-23 11:27:50.099419
845986663943766016,do i fail to reject the null hypothesis when the critical value is equal to the test value?,Homework Help Voice,academic-help,2021-05-23 11:28:58.356000,˞˞˞,2016-10-08 07:35:23.197000,2021-05-23 11:27:50.099419
845986578555076619,i have a question,Homework Help Voice,academic-help,2021-05-23 11:28:37.998000,˞˞˞,2016-10-08 07:35:23.197000,2021-05-23 11:27:50.099419
845913323911381032,A lot of the questions are on chegg too but I don’t have that. So if anyone is good with statistics or has chegg and can help me I would appreciate it so much,Homework Help Voice,academic-help,2021-05-23 06:37:32.730000,imsotired,2020-10-01 20:02:35.088000,2021-05-23 06:34:54.218385
845912971191386132,Hi! Can Anyone help me with statistics homework?,Homework Help Voice,academic-help,2021-05-23 06:36:08.635000,imsotired,2020-10-01 20:02:35.088000,2021-05-23 06:34:54.218385
845662711635378176,"P.S. It's related to graphs and lines, branch is financial mathematics",Homework Help Voice,academic-help,2021-05-22 14:01:42.107000,jimmy_s,2021-01-18 04:01:27.604000,2021-05-22 13:55:46.124000
845662291269648394,"So I have understood this question but am having some confusion over the values they they ( the book guys ) taken for the x-coordinate of the points, shouldn't it be 32000 and 27000, for some reason they are dividing x values by 1000, can anyone explain ? @Mathematics @Mathematics - Algebra",Homework Help Voice,academic-help,2021-05-22 14:00:01.884000,jimmy_s,2021-01-18 04:01:27.604000,2021-05-22 13:55:46.124000
845477671583612959,"Hello, can someone explain to me what anchor points are in math?",Homework Help Voice,academic-help,2021-05-22 01:46:25.121000,foxide,2016-10-12 15:37:48.177000,
845419681678098442,Could you explain some of the question I have with practice questions then?,Homework Help Voice,academic-help,2021-05-21 21:55:59.250000,big poppa,2020-01-01 12:14:55.253000,2021-05-21 21:49:24.516016
845418704513925131,I need help with a geometry test maybe about 12-13 questions (really important since this is the second from the last week of school and I need to pass this),Homework Help Voice,academic-help,2021-05-21 21:52:06.276000,big poppa,2020-01-01 12:14:55.253000,2021-05-21 21:49:24.516016
845383025993842741,could anybody help me do some probability worksheets?,Homework Help Voice,academic-help,2021-05-21 19:30:19.854000,첸하이빈 is,2018-08-21 05:32:26.368000,2021-05-21 19:27:13.591707
845381078554247259,Lmao.,Homework Help Voice,academic-help,2021-05-21 19:22:35.548000,Lesliexo,2021-05-04 23:05:23.765000,2021-05-21 18:55:12.748943
845374556339306496,Both,Homework Help Voice,academic-help,2021-05-21 18:56:40.531000,Lesliexo,2021-05-04 23:05:23.765000,2021-05-21 18:55:12.748943
845374501776392243,I’m confused,Homework Help Voice,academic-help,2021-05-21 18:56:27.522000,Lesliexo,2021-05-04 23:05:23.765000,2021-05-21 18:55:12.748943
845374493383065612,,Homework Help Voice,academic-help,2021-05-21 18:56:25.521000,Lesliexo,2021-05-04 23:05:23.765000,2021-05-21 18:55:12.748943
845374333697392650,@Mathematics can someone help me?,Homework Help Voice,academic-help,2021-05-21 18:55:47.449000,Lesliexo,2021-05-04 23:05:23.765000,2021-05-21 18:55:12.748943
845370487030546503,could you try this,Homework Help Voice,academic-help,2021-05-21 18:40:30.332000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845370467304079361,,Homework Help Voice,academic-help,2021-05-21 18:40:25.629000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845370352745840640,lmao thats the final answer i got,Homework Help Voice,academic-help,2021-05-21 18:39:58.316000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845367216266281051,h= -4.2,Homework Help Voice,academic-help,2021-05-21 18:27:30.521000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845367092887027743,yes,Homework Help Voice,academic-help,2021-05-21 18:27:01.105000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845366567672086589,how would you answer it,Homework Help Voice,academic-help,2021-05-21 18:24:55.884000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845366214640402462,can you explain how you would do this,Homework Help Voice,academic-help,2021-05-21 18:23:31.715000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845366186328981564,,Homework Help Voice,academic-help,2021-05-21 18:23:24.965000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845365336999854100,which is the right one tho,Homework Help Voice,academic-help,2021-05-21 18:20:02.469000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845365250055471124,,Homework Help Voice,academic-help,2021-05-21 18:19:41.740000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845365117486628884,how would we do b,Homework Help Voice,academic-help,2021-05-21 18:19:10.133000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845364264993947729,so for 10a the answer would be p=-28(x-112)^2+7500,Homework Help Voice,academic-help,2021-05-21 18:15:46.883000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845361834424139826,plug what,Homework Help Voice,academic-help,2021-05-21 18:06:07.390000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845361478596165644,a=-28,Homework Help Voice,academic-help,2021-05-21 18:04:42.554000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845361342004199464,ok,Homework Help Voice,academic-help,2021-05-21 18:04:09.988000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845361230021525575,yes,Homework Help Voice,academic-help,2021-05-21 18:03:43.289000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845361100958859275,i can make one if ud like,Homework Help Voice,academic-help,2021-05-21 18:03:12.518000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845361068653674536,r u able to open google jamboard and draw it out,Homework Help Voice,academic-help,2021-05-21 18:03:04.816000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845361012688551956,im not sure how to do that,Homework Help Voice,academic-help,2021-05-21 18:02:51.473000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845356990250745886,@Mathematics,Homework Help Voice,academic-help,2021-05-21 17:46:52.449000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845356884071940157,can someone help,Homework Help Voice,academic-help,2021-05-21 17:46:27.134000,Ezio,2017-08-17 22:13:18.466000,2021-05-21 17:45:45.775115
845336171172331591,can someone help me with 9-14 please,Homework Help Voice,academic-help,2021-05-21 16:24:08.794000,Kuriツ,2018-08-25 18:33:16.537000,
845331730021482496,,Homework Help Voice,academic-help,2021-05-21 16:06:29.941000,Cheetles,2020-11-18 14:29:59.911000,
845331725605142549,Help?,Homework Help Voice,academic-help,2021-05-21 16:06:28.888000,Cheetles,2020-11-18 14:29:59.911000,
845239495918092289,ok thank you,Homework Help Voice,academic-help,2021-05-21 09:59:59.617000,plokidaa,2020-04-27 06:55:21.780000,2021-05-21 09:52:22.050661
845239252937736212,So q/3+ q/3 + q/3 = a whole number,Homework Help Voice,academic-help,2021-05-21 09:59:01.686000,plokidaa,2020-04-27 06:55:21.780000,2021-05-21 09:52:22.050661
845239196590669844,Oh ok so for example q = 1,Homework Help Voice,academic-help,2021-05-21 09:58:48.252000,plokidaa,2020-04-27 06:55:21.780000,2021-05-21 09:52:22.050661
845238659086942210,someone please help i have no idea what it is,Homework Help Voice,academic-help,2021-05-21 09:56:40.101000,plokidaa,2020-04-27 06:55:21.780000,2021-05-21 09:52:22.050661
845238050375729192,Guys does anyone know why 1/3 of *q* is q/3. Im doing algebra and it makes no sense,Homework Help Voice,academic-help,2021-05-21 09:54:14.973000,plokidaa,2020-04-27 06:55:21.780000,2021-05-21 09:52:22.050661
845178708553367562,ok tysm,Homework Help Voice,academic-help,2021-05-21 05:58:26.780000,大輝,2019-06-02 05:05:48.987000,2021-05-21 05:41:48.020132
845178326817832977,"radius is 3
volume 56.55 if I'm not mistaken",Homework Help Voice,academic-help,2021-05-21 05:56:55.767000,大輝,2019-06-02 05:05:48.987000,2021-05-21 05:41:48.020132
845178021521915904,o ok,Homework Help Voice,academic-help,2021-05-21 05:55:42.979000,大輝,2019-06-02 05:05:48.987000,2021-05-21 05:41:48.020132
845177748201013248,I'm confused on that,Homework Help Voice,academic-help,2021-05-21 05:54:37.814000,大輝,2019-06-02 05:05:48.987000,2021-05-21 05:41:48.020132
845177704513011742,when it tells me the width does that mean radius or the diameter,Homework Help Voice,academic-help,2021-05-21 05:54:27.398000,大輝,2019-06-02 05:05:48.987000,2021-05-21 05:41:48.020132
845177351187988551,yeah,Homework Help Voice,academic-help,2021-05-21 05:53:03.159000,大輝,2019-06-02 05:05:48.987000,2021-05-21 05:41:48.020132
845177183525142528,ok,Homework Help Voice,academic-help,2021-05-21 05:52:23.185000,大輝,2019-06-02 05:05:48.987000,2021-05-21 05:41:48.020132
845176890490224651,yeah,Homework Help Voice,academic-help,2021-05-21 05:51:13.320000,大輝,2019-06-02 05:05:48.987000,2021-05-21 05:41:48.020132
845176641616609300,"It didn't specify, but I think it's a cylinder",Homework Help Voice,academic-help,2021-05-21 05:50:13.984000,大輝,2019-06-02 05:05:48.987000,2021-05-21 05:41:48.020132
845175771932131361,@Mathematics - Geometry,Homework Help Voice,academic-help,2021-05-21 05:46:46.635000,大輝,2019-06-02 05:05:48.987000,2021-05-21 05:41:48.020132
845175084795953182,I need assistance ;-;,Homework Help Voice,academic-help,2021-05-21 05:44:02.809000,大輝,2019-06-02 05:05:48.987000,2021-05-21 05:41:48.020132
845070878365712414,Thanks,Homework Help Voice,academic-help,2021-05-20 22:49:58.060000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845070745184632842,How do I ping?,Homework Help Voice,academic-help,2021-05-20 22:49:26.307000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845070680823037962,Thats mad impressive,Homework Help Voice,academic-help,2021-05-20 22:49:10.962000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845070629610717215,Oh,Homework Help Voice,academic-help,2021-05-20 22:48:58.752000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845070622434131978,How do I ping,Homework Help Voice,academic-help,2021-05-20 22:48:57.041000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845070424476090368,Thanks so much dude,Homework Help Voice,academic-help,2021-05-20 22:48:09.844000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845070330766557224,Ur incredible,Homework Help Voice,academic-help,2021-05-20 22:47:47.502000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845070304246104075,Wow man,Homework Help Voice,academic-help,2021-05-20 22:47:41.179000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845070198402973706,I got x =16,Homework Help Voice,academic-help,2021-05-20 22:47:15.944000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845069866134536232,Hmm ok i can do that,Homework Help Voice,academic-help,2021-05-20 22:45:56.725000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845069140431601704,Its too hard,Homework Help Voice,academic-help,2021-05-20 22:43:03.704000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845067512747393054,,Homework Help Voice,academic-help,2021-05-20 22:36:35.634000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845066760326873098,I need help with 29,Homework Help Voice,academic-help,2021-05-20 22:33:36.243000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845066733852426261,Pk how about now,Homework Help Voice,academic-help,2021-05-20 22:33:29.931000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845066564357193778,Ñast one,Homework Help Voice,academic-help,2021-05-20 22:32:49.520000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845066552562679838,Can u help me with one morr plz,Homework Help Voice,academic-help,2021-05-20 22:32:46.708000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845066480219586580,I got it,Homework Help Voice,academic-help,2021-05-20 22:32:29.460000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845061855718146058,I just need this quewtion to get credit,Homework Help Voice,academic-help,2021-05-20 22:14:06.893000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845061822772150272,Homework,Homework Help Voice,academic-help,2021-05-20 22:13:59.038000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845060270895530036,,Homework Help Voice,academic-help,2021-05-20 22:07:49.042000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845060242168348713,Someobe ple help me,Homework Help Voice,academic-help,2021-05-20 22:07:42.193000,Beanburitu,2020-02-16 02:23:41.403000,2021-05-20 22:07:11.017435
845028266342875147,thanks,Homework Help Voice,academic-help,2021-05-20 20:00:38.562000,azliao_,2020-09-29 00:29:27.103000,2021-05-20 19:33:51.478244
845027430388858961,no im confused on it,Homework Help Voice,academic-help,2021-05-20 19:57:19.255000,azliao_,2020-09-29 00:29:27.103000,2021-05-20 19:33:51.478244
845022089836101633,help,Homework Help Voice,academic-help,2021-05-20 19:36:05.968000,azliao_,2020-09-29 00:29:27.103000,2021-05-20 19:33:51.478244
845010220546654259,"Oh wait, sorry- I see it now",Homework Help Voice,academic-help,2021-05-20 18:48:56.109000,Jeiy,2020-04-30 03:04:22.803000,2021-05-20 17:51:48.385649
845010144218841139,"Hmm, would it not be the .3300 one?",Homework Help Voice,academic-help,2021-05-20 18:48:37.911000,Jeiy,2020-04-30 03:04:22.803000,2021-05-20 17:51:48.385649
845009936475095060,Oh! I,Homework Help Voice,academic-help,2021-05-20 18:47:48.381000,Jeiy,2020-04-30 03:04:22.803000,2021-05-20 17:51:48.385649
845009836545933332,"I see the -0.4, I don't see the 0.07",Homework Help Voice,academic-help,2021-05-20 18:47:24.556000,Jeiy,2020-04-30 03:04:22.803000,2021-05-20 17:51:48.385649
845009320869756990,So how is the z score used?,Homework Help Voice,academic-help,2021-05-20 18:45:21.609000,Jeiy,2020-04-30 03:04:22.803000,2021-05-20 17:51:48.385649
845008861526228994,"Oh yes, I got the same answer!",Homework Help Voice,academic-help,2021-05-20 18:43:32.093000,Jeiy,2020-04-30 03:04:22.803000,2021-05-20 17:51:48.385649
845008416216973332,Should I try and find the z score?,Homework Help Voice,academic-help,2021-05-20 18:41:45.923000,Jeiy,2020-04-30 03:04:22.803000,2021-05-20 17:51:48.385649
845008376676876329,Ohhh I see!,Homework Help Voice,academic-help,2021-05-20 18:41:36.496000,Jeiy,2020-04-30 03:04:22.803000,2021-05-20 17:51:48.385649
845008195024846949,May I ask what the x represents?,Homework Help Voice,academic-help,2021-05-20 18:40:53.187000,Jeiy,2020-04-30 03:04:22.803000,2021-05-20 17:51:48.385649
845006950253199371,"Hmm, I am not",Homework Help Voice,academic-help,2021-05-20 18:35:56.410000,Jeiy,2020-04-30 03:04:22.803000,2021-05-20 17:51:48.385649
845006017979875388,"Awh, just a little off haha. Thank you so much for helping me! I'm going to try the other two.",Homework Help Voice,academic-help,2021-05-20 18:32:14.139000,Jeiy,2020-04-30 03:04:22.803000,2021-05-20 17:51:48.385649
845005597051977828,would it be 81.5%?,Homework Help Voice,academic-help,2021-05-20 18:30:33.782000,Jeiy,2020-04-30 03:04:22.803000,2021-05-20 17:51:48.385649
845001575092715520,"Oh gosh, give me one second",Homework Help Voice,academic-help,2021-05-20 18:14:34.872000,Jeiy,2020-04-30 03:04:22.803000,2021-05-20 17:51:48.385649
845000363504566273,"awh man this is confusing, the only symbols i know for this are x̄ and s",Homework Help Voice,academic-help,2021-05-20 18:09:46.007000,Jeiy,2020-04-30 03:04:22.803000,2021-05-20 17:51:48.385649
845000099339042846,"1, 2, and 3 standard deviations right? where 68 is 1, 95 is 2, and then i'm guessing it's 97 that's three?",Homework Help Voice,academic-help,2021-05-20 18:08:43.025000,Jeiy,2020-04-30 03:04:22.803000,2021-05-20 17:51:48.385649
844999399201701918,help,Homework Help Voice,academic-help,2021-05-20 18:05:56.099000,lewisvsthewrld,2020-01-11 19:33:48.315000,
844999375021277226,Yes I am!,Homework Help Voice,academic-help,2021-05-20 18:05:50.334000,Jeiy,2020-04-30 03:04:22.803000,2021-05-20 17:51:48.385649
844999128089493514,"I have no clue what that is, our teacher just expects us to know things without teaching us D; | But could you explain further?",Homework Help Voice,academic-help,2021-05-20 18:04:51.461000,Jeiy,2020-04-30 03:04:22.803000,2021-05-20 17:51:48.385649
844997631402311740,@Mathematics,Homework Help Voice,academic-help,2021-05-20 17:58:54.623000,Jeiy,2020-04-30 03:04:22.803000,2021-05-20 17:51:48.385649
844996714066608219,Could someone help me with these? Or maybe show the steps of one and I could try to figure out the others,Homework Help Voice,academic-help,2021-05-20 17:55:15.913000,Jeiy,2020-04-30 03:04:22.803000,2021-05-20 17:51:48.385649
844996256362397727,tysm,Homework Help Voice,academic-help,2021-05-20 17:53:26.788000,nyash,2020-12-11 20:40:46.023000,2021-05-20 17:35:42.483998
844996245717123102,ok,Homework Help Voice,academic-help,2021-05-20 17:53:24.250000,nyash,2020-12-11 20:40:46.023000,2021-05-20 17:35:42.483998
844995842879651911,mkay,Homework Help Voice,academic-help,2021-05-20 17:51:48.206000,nyash,2020-12-11 20:40:46.023000,2021-05-20 17:35:42.483998
844995076689494016,finally last 2,Homework Help Voice,academic-help,2021-05-20 17:48:45.532000,nyash,2020-12-11 20:40:46.023000,2021-05-20 17:35:42.483998
844994979767123988,,Homework Help Voice,academic-help,2021-05-20 17:48:22.424000,nyash,2020-12-11 20:40:46.023000,2021-05-20 17:35:42.483998
844994738188582924,ok,Homework Help Voice,academic-help,2021-05-20 17:47:24.827000,nyash,2020-12-11 20:40:46.023000,2021-05-20 17:35:42.483998
844994473040805899,err im kinda confused,Homework Help Voice,academic-help,2021-05-20 17:46:21.611000,nyash,2020-12-11 20:40:46.023000,2021-05-20 17:35:42.483998
844994155817992273,yes,Homework Help Voice,academic-help,2021-05-20 17:45:05.979000,nyash,2020-12-11 20:40:46.023000,2021-05-20 17:35:42.483998
844994027924357120,so its =,Homework Help Voice,academic-help,2021-05-20 17:44:35.487000,nyash,2020-12-11 20:40:46.023000,2021-05-20 17:35:42.483998
844993845987901451,sooo its >,Homework Help Voice,academic-help,2021-05-20 17:43:52.110000,nyash,2020-12-11 20:40:46.023000,2021-05-20 17:35:42.483998
844993614345404507,okay,Homework Help Voice,academic-help,2021-05-20 17:42:56.882000,nyash,2020-12-11 20:40:46.023000,2021-05-20 17:35:42.483998
844993596864462928,theres 9 questions,Homework Help Voice,academic-help,2021-05-20 17:42:52.714000,nyash,2020-12-11 20:40:46.023000,2021-05-20 17:35:42.483998
844993539267362886,STOPP,Homework Help Voice,academic-help,2021-05-20 17:42:38.982000,nyash,2020-12-11 20:40:46.023000,2021-05-20 17:35:42.483998
844993515691180043,ok,Homework Help Voice,academic-help,2021-05-20 17:42:33.361000,nyash,2020-12-11 20:40:46.023000,2021-05-20 17:35:42.483998
844993506594521118,,Homework Help Voice,academic-help,2021-05-20 17:42:31.192000,nyash,2020-12-11 20:40:46.023000,2021-05-20 17:35:42.483998
844993364159102986,shhhhh,Homework Help Voice,academic-help,2021-05-20 17:41:57.233000,nyash,2020-12-11 20:40:46.023000,2021-05-20 17:35:42.483998
844993337303892038,it asks for a decimal,Homework Help Voice,academic-help,2021-05-20 17:41:50.830000,nyash,2020-12-11 20:40:46.023000,2021-05-20 17:35:42.483998
844993005055246346,mkay,Homework Help Voice,academic-help,2021-05-20 17:40:31.616000,nyash,2020-12-11 20:40:46.023000,2021-05-20 17:35:42.483998
844992859584987167,ok,Homework Help Voice,academic-help,2021-05-20 17:39:56.933000,nyash,2020-12-11 20:40:46.023000,2021-05-20 17:35:42.483998
844992683290263572,,Homework Help Voice,academic-help,2021-05-20 17:39:14.901000,nyash,2020-12-11 20:40:46.023000,2021-05-20 17:35:42.483998
844972733112254515,thank you,Homework Help Voice,academic-help,2021-05-20 16:19:58.408000,Tellon.,2017-10-11 06:52:10.017000,
844972723381731378,oh wait i didn't see the section,Homework Help Voice,academic-help,2021-05-20 16:19:56.088000,Tellon.,2017-10-11 06:52:10.017000,
844965929762160670,"hello everyone, is anyone here good in discrete math 1?",Homework Help Voice,academic-help,2021-05-20 15:52:56.363000,Tellon.,2017-10-11 06:52:10.017000,
844917337651413056,ye,Homework Help Voice,academic-help,2021-05-20 12:39:51.101000,NevermindRealm,2016-11-13 20:40:35.482000,
844917094213484574,@Button{R} ty,Homework Help Voice,academic-help,2021-05-20 12:38:53.061000,NevermindRealm,2016-11-13 20:40:35.482000,
844912140825002035,that’s what u get when u do that,Homework Help Voice,academic-help,2021-05-20 12:19:12.081000,NevermindRealm,2016-11-13 20:40:35.482000,
844910467364945940,8 3/4 = k,Homework Help Voice,academic-help,2021-05-20 12:12:33.097000,NevermindRealm,2016-11-13 20:40:35.482000,
844908247180640257,thats the point it gives,Homework Help Voice,academic-help,2021-05-20 12:03:43.764000,NevermindRealm,2016-11-13 20:40:35.482000,
844908232073936896,so it would be 8?,Homework Help Voice,academic-help,2021-05-20 12:03:40.162000,NevermindRealm,2016-11-13 20:40:35.482000,
