id,content,server,channel,created,author,author_created,author_joined,posted-relative,ask-to-ask
8.39703632349757E+017,yess,Homework Help Voice,academic-help-2,2021-05-06 03:22:26.891000,taki,2020-04-05 09:14:40.453000,2021-05-06 02:49:40.682692,0 days 00:32:46.208308000,
8.39703638477898E+017,ok,Homework Help Voice,academic-help-2,2021-05-06 03:22:28.352000,taki,2020-04-05 09:14:40.453000,2021-05-06 02:49:40.682692,0 days 00:32:47.669308000,
8.3970407710104E+017,Ok,Homework Help Voice,academic-help-2,2021-05-06 03:24:12.928000,taki,2020-04-05 09:14:40.453000,2021-05-06 02:49:40.682692,0 days 00:34:32.245308000,
8.39704586742137E+017,ok,Homework Help Voice,academic-help-2,2021-05-06 03:26:14.436000,taki,2020-04-05 09:14:40.453000,2021-05-06 02:49:40.682692,0 days 00:36:33.753308000,
8.39706029691372E+017,"dy/dx = 2x - 4
dy/dx = 0 
2x-4 = 0 
2x = 4
x = 2

2^2 – 4 x 2 – 11
=4-8-11
y=-15",Homework Help Voice,academic-help-2,2021-05-06 03:31:58.462000,taki,2020-04-05 09:14:40.453000,2021-05-06 02:49:40.682692,0 days 00:42:17.779308000,
8.39706076580413E+017,"coordinates are (2,-15)",Homework Help Voice,academic-help-2,2021-05-06 03:32:09.641000,taki,2020-04-05 09:14:40.453000,2021-05-06 02:49:40.682692,0 days 00:42:28.958308000,
8.39706339612688E+017,"and because y is negative, its a minimum point?",Homework Help Voice,academic-help-2,2021-05-06 03:33:12.353000,taki,2020-04-05 09:14:40.453000,2021-05-06 02:49:40.682692,0 days 00:43:31.670308000,
8.39706600465891E+017,@raph_v4,Homework Help Voice,academic-help-2,2021-05-06 03:34:14.545000,taki,2020-04-05 09:14:40.453000,2021-05-06 02:49:40.682692,0 days 00:44:33.862308000,
8.39708000540426E+017,"Hey Raph, I must go now so i want to thank you for your help and i really needed it, sorry i cant stay any longer for now",Homework Help Voice,academic-help-2,2021-05-06 03:39:48.349000,taki,2020-04-05 09:14:40.453000,2021-05-06 02:49:40.682692,0 days 00:50:07.666308000,
8.39879880124138E+017,,Homework Help Voice,academic-help-2,2021-05-06 15:02:47.635000,〆空城梦。,2019-08-07 23:16:08.715000,2021-05-06 14:55:58.493194,0 days 00:06:49.141806000,
8.39879915948344E+017,hey can anyone help me with this problem?,Homework Help Voice,academic-help-2,2021-05-06 15:02:56.176000,〆空城梦。,2019-08-07 23:16:08.715000,2021-05-06 14:55:58.493194,0 days 00:06:57.682806000,
8.39882099066536E+017,wouldnt 12 be the initial height?,Homework Help Voice,academic-help-2,2021-05-06 15:11:36.672000,〆空城梦。,2019-08-07 23:16:08.715000,2021-05-06 14:55:58.493194,0 days 00:15:38.178806000,
8.39885600567591E+017,alr so i found the time and maximum height,Homework Help Voice,academic-help-2,2021-05-06 15:25:31.495000,〆空城梦。,2019-08-07 23:16:08.715000,2021-05-06 14:55:58.493194,0 days 00:29:33.001806000,
8.3988566680404E+017,how do i find the time for the ball to reach the ground?,Homework Help Voice,academic-help-2,2021-05-06 15:25:47.287000,〆空城梦。,2019-08-07 23:16:08.715000,2021-05-06 14:55:58.493194,0 days 00:29:48.793806000,
8.39887195136459E+017,sadly no,Homework Help Voice,academic-help-2,2021-05-06 15:31:51.670000,〆空城梦。,2019-08-07 23:16:08.715000,2021-05-06 14:55:58.493194,0 days 00:35:53.176806000,
8.39887314217599E+017,the answers i received is 10 and 0.75,Homework Help Voice,academic-help-2,2021-05-06 15:32:20.061000,〆空城梦。,2019-08-07 23:16:08.715000,2021-05-06 14:55:58.493194,0 days 00:36:21.567806000,
8.39887365132386E+017,but idk which one,Homework Help Voice,academic-help-2,2021-05-06 15:32:32.200000,〆空城梦。,2019-08-07 23:16:08.715000,2021-05-06 14:55:58.493194,0 days 00:36:33.706806000,
8.39887451401355E+017,"i got -10, positive 0.75",Homework Help Voice,academic-help-2,2021-05-06 15:32:52.768000,〆空城梦。,2019-08-07 23:16:08.715000,2021-05-06 14:55:58.493194,0 days 00:36:54.274806000,
8.3988779288848E+017,so would the time be 10 seconds for the ball to hit the ground?,Homework Help Voice,academic-help-2,2021-05-06 15:34:14.185000,〆空城梦。,2019-08-07 23:16:08.715000,2021-05-06 14:55:58.493194,0 days 00:38:15.691806000,
8.39888205066142E+017,👀,Homework Help Voice,academic-help-2,2021-05-06 15:35:52.456000,〆空城梦。,2019-08-07 23:16:08.715000,2021-05-06 14:55:58.493194,0 days 00:39:53.962806000,
8.3988949375438E+017,im still a bit confused,Homework Help Voice,academic-help-2,2021-05-06 15:40:59.703000,〆空城梦。,2019-08-07 23:16:08.715000,2021-05-06 14:55:58.493194,0 days 00:45:01.209806000,
8.39889548293046E+017,im receiving different answers,Homework Help Voice,academic-help-2,2021-05-06 15:41:12.706000,〆空城梦。,2019-08-07 23:16:08.715000,2021-05-06 14:55:58.493194,0 days 00:45:14.212806000,
8.39890226884772E+017,"im getting -10, 0.75",Homework Help Voice,academic-help-2,2021-05-06 15:43:54.495000,〆空城梦。,2019-08-07 23:16:08.715000,2021-05-06 14:55:58.493194,0 days 00:47:56.001806000,
8.39890250222666E+017,"and 10, -0.75",Homework Help Voice,academic-help-2,2021-05-06 15:44:00.059000,〆空城梦。,2019-08-07 23:16:08.715000,2021-05-06 14:55:58.493194,0 days 00:48:01.565806000,
8.398902651363E+017,idk which is which,Homework Help Voice,academic-help-2,2021-05-06 15:44:03.615000,〆空城梦。,2019-08-07 23:16:08.715000,2021-05-06 14:55:58.493194,0 days 00:48:05.121806000,
8.39969193540977E+017,,Homework Help Voice,academic-help-2,2021-05-06 20:57:41.613000,Ember,2019-01-26 00:38:00.009000,2021-05-06 20:54:35.244962,0 days 00:03:06.368038000,
8.39969206136865E+017,I need help,Homework Help Voice,academic-help-2,2021-05-06 20:57:44.616000,Ember,2019-01-26 00:38:00.009000,2021-05-06 20:54:35.244962,0 days 00:03:09.371038000,
8.39969238718743E+017,DM me if u can,Homework Help Voice,academic-help-2,2021-05-06 20:57:52.384000,Ember,2019-01-26 00:38:00.009000,2021-05-06 20:54:35.244962,0 days 00:03:17.139038000,
8.3997044120014E+017,hold up,Homework Help Voice,academic-help-2,2021-05-06 21:02:39.078000,Basky™,2020-05-12 18:27:43.994000,,,
8.39970479556919E+017,r u doing ixl?,Homework Help Voice,academic-help-2,2021-05-06 21:02:48.223000,Basky™,2020-05-12 18:27:43.994000,,,
8.39970796570935E+017,alr thanks,Homework Help Voice,academic-help-2,2021-05-06 21:04:03.805000,Ember,2019-01-26 00:38:00.009000,2021-05-06 20:54:35.244962,0 days 00:09:28.560038000,
8.39970823401112E+017,can you help with this too?,Homework Help Voice,academic-help-2,2021-05-06 21:04:10.202000,Ember,2019-01-26 00:38:00.009000,2021-05-06 20:54:35.244962,0 days 00:09:34.957038000,
8.39970836903756E+017,can osmeone help,Homework Help Voice,academic-help-2,2021-05-06 21:04:13.421000,Boosted,2017-08-05 00:09:10.496000,2021-05-06 21:03:05.010625,0 days 00:01:08.410375000,
8.39970838509781E+017,,Homework Help Voice,academic-help-2,2021-05-06 21:04:13.804000,Ember,2019-01-26 00:38:00.009000,2021-05-06 20:54:35.244962,0 days 00:09:38.559038000,
8.39970839679337E+017,https://media.discordapp.net/attachments/839968045899841597/839968063856443419/phpvA5eJO.png,Homework Help Voice,academic-help-2,2021-05-06 21:04:14.083000,Boosted,2017-08-05 00:09:10.496000,2021-05-06 21:03:05.010625,0 days 00:01:09.072375000,
8.39971258492781E+017,mb,Homework Help Voice,academic-help-2,2021-05-06 21:05:53.936000,Boosted,2017-08-05 00:09:10.496000,2021-05-06 21:03:05.010625,0 days 00:02:48.925375000,
8.39978062749631E+017,Ik I need to find the height,Homework Help Voice,academic-help-2,2021-05-06 21:32:56.197000,Kavo<3,2019-02-06 02:43:42.087000,2021-05-06 21:02:55.463497,0 days 00:30:00.733503000,
8.39978197705032E+017,Its not given and I think I need to use Pythagorean theorem to find it,Homework Help Voice,academic-help-2,2021-05-06 21:33:28.373000,Kavo<3,2019-02-06 02:43:42.087000,2021-05-06 21:02:55.463497,0 days 00:30:32.909503000,
8.39979135798477E+017,I ended up with 3^2,Homework Help Voice,academic-help-2,2021-05-06 21:37:12.032000,Kavo<3,2019-02-06 02:43:42.087000,2021-05-06 21:02:55.463497,0 days 00:34:16.568503000,
8.39979230711513E+017,for the height,Homework Help Voice,academic-help-2,2021-05-06 21:37:34.661000,Kavo<3,2019-02-06 02:43:42.087000,2021-05-06 21:02:55.463497,0 days 00:34:39.197503000,
8.39979462287557E+017,I used pyth. theorem and ended up with a being 3 do I have to square root it?,Homework Help Voice,academic-help-2,2021-05-06 21:38:29.873000,Kavo<3,2019-02-06 02:43:42.087000,2021-05-06 21:02:55.463497,0 days 00:35:34.409503000,
8.39979795609158E+017,yeah let me just do it on my paper rq,Homework Help Voice,academic-help-2,2021-05-06 21:39:49.343000,Kavo<3,2019-02-06 02:43:42.087000,2021-05-06 21:02:55.463497,0 days 00:36:53.879503000,
8.39980042822222E+017,so h squared =3?,Homework Help Voice,academic-help-2,2021-05-06 21:40:48.283000,Kavo<3,2019-02-06 02:43:42.087000,2021-05-06 21:02:55.463497,0 days 00:37:52.819503000,
8.3998035343088E+017,so my height is 1.73205080757?,Homework Help Voice,academic-help-2,2021-05-06 21:42:02.338000,Kavo<3,2019-02-06 02:43:42.087000,2021-05-06 21:02:55.463497,0 days 00:39:06.874503000,
8.39981264383509E+017,"ok, so how does area of the base work?",Homework Help Voice,academic-help-2,2021-05-06 21:45:39.526000,Kavo<3,2019-02-06 02:43:42.087000,2021-05-06 21:02:55.463497,0 days 00:42:44.062503000,
8.39981339226145E+017,does that involve finding the area of the rectangles? @✨PollardsRho✨,Homework Help Voice,academic-help-2,2021-05-06 21:45:57.370000,Kavo<3,2019-02-06 02:43:42.087000,2021-05-06 21:02:55.463497,0 days 00:43:01.906503000,
8.39985434071138E+017,like this?,Homework Help Voice,academic-help-2,2021-05-06 22:02:13.657000,Kavo<3,2019-02-06 02:43:42.087000,2021-05-06 21:02:55.463497,0 days 00:59:18.193503000,
8.40006877168271E+017,babar knows best,Homework Help Voice,academic-help-2,2021-05-06 23:27:26.090000,cppenglishpokemon connoisseur,2020-08-14 11:43:56.272000,2021-05-18 06:08:36.326589,-12 days +17:18:49.763411000,
8.40196023863214E+017,,Homework Help Voice,academic-help-2,2021-05-07 11:59:02.176000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40196042372809E+017,Can someone help me please,Homework Help Voice,academic-help-2,2021-05-07 11:59:06.589000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40200900475879E+017,Answer is 16:9 right?,Homework Help Voice,academic-help-2,2021-05-07 12:18:24.851000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40211173576016E+017,Tysm,Homework Help Voice,academic-help-2,2021-05-07 12:59:14.149000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40216325061738E+017,,Homework Help Voice,academic-help-2,2021-05-07 13:19:42.359000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40216363275911E+017,Can someone help please,Homework Help Voice,academic-help-2,2021-05-07 13:19:51.470000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40216755456442E+017,So it’s 5/6?,Homework Help Voice,academic-help-2,2021-05-07 13:21:24.973000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40216871130497E+017,2nd option or 3rf options,Homework Help Voice,academic-help-2,2021-05-07 13:21:52.552000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40216938146693E+017,Ok thanks,Homework Help Voice,academic-help-2,2021-05-07 13:22:08.530000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40217058196456E+017,,Homework Help Voice,academic-help-2,2021-05-07 13:22:37.152000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.4021707468492E+017,Answer is 1:8 right?,Homework Help Voice,academic-help-2,2021-05-07 13:22:41.083000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.4021822773579E+017,So what could it be,Homework Help Voice,academic-help-2,2021-05-07 13:27:15.992000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.4021852786013E+017,What else could it be,Homework Help Voice,academic-help-2,2021-05-07 13:28:27.547000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40219369220866E+017,I’ll skip it for now,Homework Help Voice,academic-help-2,2021-05-07 13:31:48.143000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40219665930256E+017,,Homework Help Voice,academic-help-2,2021-05-07 13:32:58.884000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40219682102444E+017,This is the other question I needed,Homework Help Voice,academic-help-2,2021-05-07 13:33:02.740000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40219861393474E+017,@babar 🌻,Homework Help Voice,academic-help-2,2021-05-07 13:33:45.486000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40219889112711E+017,Oops didn’t mean to @ u,Homework Help Voice,academic-help-2,2021-05-07 13:33:52.095000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40220576999932E+017,So the answer is 64:27?,Homework Help Voice,academic-help-2,2021-05-07 13:36:36.100000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40220942894367E+017,Alright,Homework Help Voice,academic-help-2,2021-05-07 13:38:03.336000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40221004809765E+017,,Homework Help Voice,academic-help-2,2021-05-07 13:38:18.098000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.4022101999865E+017,I’m back here again lol,Homework Help Voice,academic-help-2,2021-05-07 13:38:21.719000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40221463395172E+017,I’ll just put 1:8,Homework Help Voice,academic-help-2,2021-05-07 13:40:07.433000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40221650711609E+017,I got it right,Homework Help Voice,academic-help-2,2021-05-07 13:40:52.093000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40221655448289E+017,Lol,Homework Help Voice,academic-help-2,2021-05-07 13:40:53.222000,BuggsUggs,2021-05-04 16:13:43.249000,,,
8.40227580837102E+017,yo,Homework Help Voice,academic-help-2,2021-05-07 14:04:25.945000,Logik,2017-01-20 21:27:49.443000,,,
8.40228123906933E+017,,Homework Help Voice,academic-help-2,2021-05-07 14:06:35.423000,Logik,2017-01-20 21:27:49.443000,,,
8.40229026890777E+017,like this?,Homework Help Voice,academic-help-2,2021-05-07 14:10:10.711000,Logik,2017-01-20 21:27:49.443000,,,
8.40230536416854E+017,there is also this,Homework Help Voice,academic-help-2,2021-05-07 14:16:10.610000,Logik,2017-01-20 21:27:49.443000,,,
8.40230710405235E+017,idk what that means,Homework Help Voice,academic-help-2,2021-05-07 14:16:52.092000,Logik,2017-01-20 21:27:49.443000,,,
8.40230867267486E+017,another word for substitute?,Homework Help Voice,academic-help-2,2021-05-07 14:17:29.491000,Logik,2017-01-20 21:27:49.443000,,,
8.4023097129422E+017,i see,Homework Help Voice,academic-help-2,2021-05-07 14:17:54.293000,Logik,2017-01-20 21:27:49.443000,,,
8.40231106125234E+017,Maryland 🙂,Homework Help Voice,academic-help-2,2021-05-07 14:18:26.439000,Logik,2017-01-20 21:27:49.443000,,,
8.40231215276753E+017,Why?,Homework Help Voice,academic-help-2,2021-05-07 14:18:52.463000,Logik,2017-01-20 21:27:49.443000,,,
8.40231572732117E+017,yeah,Homework Help Voice,academic-help-2,2021-05-07 14:20:17.687000,Logik,2017-01-20 21:27:49.443000,,,
8.40231666945229E+017,i just didn't know what it meant,Homework Help Voice,academic-help-2,2021-05-07 14:20:40.149000,Logik,2017-01-20 21:27:49.443000,,,
8.40232368487924E+017,is this for the graph 1?,Homework Help Voice,academic-help-2,2021-05-07 14:23:27.410000,Logik,2017-01-20 21:27:49.443000,,,
8.40232420212998E+017,oh,Homework Help Voice,academic-help-2,2021-05-07 14:23:39.742000,Logik,2017-01-20 21:27:49.443000,,,
8.40232989732504E+017,oh okay. is it more than just replacing the x's with 1 and solving?,Homework Help Voice,academic-help-2,2021-05-07 14:25:55.526000,Logik,2017-01-20 21:27:49.443000,,,
8.40233159093649E+017,whats the total srruface area,Homework Help Voice,academic-help-2,2021-05-07 14:26:35.905000,Reborn,2020-12-30 21:24:42.554000,2021-05-07 14:26:05.320275,0 days 00:00:30.584725000,
8.40233203095831E+017,kk,Homework Help Voice,academic-help-2,2021-05-07 14:26:46.396000,Logik,2017-01-20 21:27:49.443000,,,
8.4023332208024E+017,no,Homework Help Voice,academic-help-2,2021-05-07 14:27:14.764000,Reborn,2020-12-30 21:24:42.554000,2021-05-07 14:26:05.320275,0 days 00:01:09.443725000,
8.40233598741381E+017,ok,Homework Help Voice,academic-help-2,2021-05-07 14:28:20.725000,Reborn,2020-12-30 21:24:42.554000,2021-05-07 14:26:05.320275,0 days 00:02:15.404725000,
8.40233807016755E+017,A=2(wl+hl+hw)=2·(5·4+3·4+3·5)=94,Homework Help Voice,academic-help-2,2021-05-07 14:29:10.382000,Reborn,2020-12-30 21:24:42.554000,2021-05-07 14:26:05.320275,0 days 00:03:05.061725000,
8.40233943076307E+017,ok thanks,Homework Help Voice,academic-help-2,2021-05-07 14:29:42.821000,Reborn,2020-12-30 21:24:42.554000,2021-05-07 14:26:05.320275,0 days 00:03:37.500725000,
8.4023397508658E+017,I understand it nolw,Homework Help Voice,academic-help-2,2021-05-07 14:29:50.453000,Reborn,2020-12-30 21:24:42.554000,2021-05-07 14:26:05.320275,0 days 00:03:45.132725000,
8.40234268713419E+017,thanks @raph_v4,Homework Help Voice,academic-help-2,2021-05-07 14:31:00.459000,Reborn,2020-12-30 21:24:42.554000,2021-05-07 14:26:05.320275,0 days 00:04:55.138725000,
8.4023545636402E+017,wait i still dont get it after i plugged in the 1's,Homework Help Voice,academic-help-2,2021-05-07 14:35:43.617000,Logik,2017-01-20 21:27:49.443000,,,
8.40235869575315E+017,"6k1 + 7
1^2 + k1 - 4",Homework Help Voice,academic-help-2,2021-05-07 14:37:22.134000,Logik,2017-01-20 21:27:49.443000,,,
8.40236089930154E+017,"so is it just 6k + 7
1 + k - 4  ?",Homework Help Voice,academic-help-2,2021-05-07 14:38:14.671000,Logik,2017-01-20 21:27:49.443000,,,
8.40236445906371E+017,okay I'll try that,Homework Help Voice,academic-help-2,2021-05-07 14:39:39.542000,Logik,2017-01-20 21:27:49.443000,,,
8.40264415601623E+017,oo,Homework Help Voice,academic-help-2,2021-05-07 16:30:48.037000,Mattttt,2018-12-17 11:26:54.963000,,,
8.40264500741669E+017,okay xD,Homework Help Voice,academic-help-2,2021-05-07 16:31:08.336000,Mattttt,2018-12-17 11:26:54.963000,,,
8.40264776574567E+017,lmao,Homework Help Voice,academic-help-2,2021-05-07 16:32:14.100000,Mattttt,2018-12-17 11:26:54.963000,,,
8.4026505706904E+017,"Okay, sounds good, thankyou",Homework Help Voice,academic-help-2,2021-05-07 16:33:20.975000,Mattttt,2018-12-17 11:26:54.963000,,,
8.40265389380207E+017,Thankyou so much for helping me! I really appreciate it,Homework Help Voice,academic-help-2,2021-05-07 16:34:40.204000,Mattttt,2018-12-17 11:26:54.963000,,,
8.40265552375054E+017,56-10x?,Homework Help Voice,academic-help-2,2021-05-07 16:35:19.065000,Mattttt,2018-12-17 11:26:54.963000,,,
8.40265687859724E+017,"awesome, alrighty",Homework Help Voice,academic-help-2,2021-05-07 16:35:51.367000,Mattttt,2018-12-17 11:26:54.963000,,,
8.40265724038611E+017,x=1,Homework Help Voice,academic-help-2,2021-05-07 16:35:59.993000,Mattttt,2018-12-17 11:26:54.963000,,,
8.40265951881462E+017,"so x=1, y=46",Homework Help Voice,academic-help-2,2021-05-07 16:36:54.315000,Mattttt,2018-12-17 11:26:54.963000,,,
8.40266106228703E+017,"Awesome, thanks once again!",Homework Help Voice,academic-help-2,2021-05-07 16:37:31.114000,Mattttt,2018-12-17 11:26:54.963000,,,
8.40308631927783E+017,yo,Homework Help Voice,academic-help-2,2021-05-07 19:26:30.031000,Logik,2017-01-20 21:27:49.443000,,,
8.40308716091212E+017,i need the derivative,Homework Help Voice,academic-help-2,2021-05-07 19:26:50.097000,Logik,2017-01-20 21:27:49.443000,,,
8.40309302324626E+017,idk how. I keep getting y=x^2,Homework Help Voice,academic-help-2,2021-05-07 19:29:09.866000,Logik,2017-01-20 21:27:49.443000,,,
8.40310151465796E+017,?,Homework Help Voice,academic-help-2,2021-05-07 19:32:32.317000,Logik,2017-01-20 21:27:49.443000,,,
8.40316346726351E+017,so the answer is 1?,Homework Help Voice,academic-help-2,2021-05-07 19:57:09.382000,Logik,2017-01-20 21:27:49.443000,,,
8.40317227505025E+017,or C ig ^,Homework Help Voice,academic-help-2,2021-05-07 20:00:39.376000,Logik,2017-01-20 21:27:49.443000,,,
8.40324973276693E+017,,Homework Help Voice,academic-help-2,2021-05-07 20:31:26.112000,Cheetles,2020-11-18 14:29:59.911000,,,
8.40325001232253E+017,Help?,Homework Help Voice,academic-help-2,2021-05-07 20:31:32.777000,Cheetles,2020-11-18 14:29:59.911000,,,
8.40337427792527E+017,thank god. this was so difficult,Homework Help Voice,academic-help-2,2021-05-07 21:20:55.500000,Logik,2017-01-20 21:27:49.443000,,,
8.40337452588859E+017,thanks for the help,Homework Help Voice,academic-help-2,2021-05-07 21:21:01.412000,Logik,2017-01-20 21:27:49.443000,,,
8.40337552224289E+017,never,Homework Help Voice,academic-help-2,2021-05-07 21:21:25.167000,Logik,2017-01-20 21:27:49.443000,,,
8.40337699780428E+017,will do,Homework Help Voice,academic-help-2,2021-05-07 21:22:00.347000,Logik,2017-01-20 21:27:49.443000,,,
8.40338046980719E+017,the questions was just practice for a test but once i pass it I'll be good so it should be fine. I appreciate it though,Homework Help Voice,academic-help-2,2021-05-07 21:23:23.126000,Logik,2017-01-20 21:27:49.443000,,,
8.40338838547333E+017,Will do,Homework Help Voice,academic-help-2,2021-05-07 21:26:31.850000,Logik,2017-01-20 21:27:49.443000,,,
